SalesDate,ProductKey,CustomerKey,StoreKey,Quantity,UnitPrice,Discount,TotalSales
2024-11-01,PROD0027,280,STORE0007,2,93.28,16.43,170.13
2024-12-01,PROD0043,63,STORE0004,3,138.11,48.1,366.23
2023-01-01,PROD0036,266,STORE0008,6,357.25,37.92,2105.58
2023-02-01,PROD0013,266,STORE0002,5,75.77,6.84,372.01
2023-03-01,PROD0038,266,STORE0002,5,398.88,34.78,1959.62
2023-04-01,PROD0011,159,STORE0002,5,382.72,13.22,1900.38
2023-05-01,PROD0023,217,STORE0001,9,61.76,28.74,527.1
2023-06-01,PROD0007,145,STORE0001,6,435.62,16.32,2597.4
2023-07-01,PROD0050,72,STORE0009,4,412.65,42.64,1607.96
2023-08-01,PROD0013,121,STORE0007,1,112.85,37.56,75.29
2023-09-01,PROD0035,21,STORE0005,9,111.38,27.98,974.44
2023-10-01,PROD0001,237,STORE0009,2,315.6,33.1,598.1
2023-11-01,PROD0026,163,STORE0003,2,125.25,1.0,249.5
2023-12-01,PROD0005,231,STORE0009,6,208.87,18.48,1234.74
2024-01-01,PROD0022,294,STORE0001,9,363.6,27.76,3244.64
2024-02-01,PROD0009,164,STORE0003,9,368.52,28.97,3287.71
2024-03-01,PROD0035,43,STORE0007,6,356.61,13.72,2125.94
2024-04-01,PROD0005,51,STORE0009,5,53.84,48.18,221.02
2024-05-01,PROD0021,97,STORE0005,1,351.21,45.68,305.53
2024-06-01,PROD0014,282,STORE0005,3,371.4,30.87,1083.33
2024-07-01,PROD0005,119,STORE0002,5,391.58,24.85,1933.05
2024-08-01,PROD0036,17,STORE0005,5,340.12,17.64,1682.96
2024-09-01,PROD0034,246,STORE0003,2,22.37,6.74,38.0
2024-10-01,PROD0022,89,STORE0009,2,398.18,31.32,765.04
2024-11-01,PROD0018,29,STORE0001,8,275.72,33.9,2171.86
2024-12-01,PROD0013,228,STORE0009,2,485.16,16.82,953.5
2023-01-01,PROD0044,39,STORE0009,9,384.19,30.26,3427.45
2023-02-01,PROD0027,59,STORE0007,9,22.21,44.25,155.64
2023-03-01,PROD0034,181,STORE0007,6,168.81,16.34,996.52
2023-04-01,PROD0043,68,STORE0004,2,118.8,7.28,230.32
2023-05-01,PROD0025,49,STORE0005,4,256.01,9.29,1014.75
2023-06-01,PROD0030,111,STORE0003,6,380.84,36.7,2248.34
2023-07-01,PROD0034,252,STORE0002,8,420.09,26.82,3333.9
2023-08-01,PROD0017,144,STORE0010,9,129.41,24.21,1140.48
2023-09-01,PROD0018,55,STORE0005,9,323.57,48.43,2863.7
2023-10-01,PROD0001,86,STORE0004,3,401.59,5.1,1199.67
2023-11-01,PROD0023,55,STORE0007,3,78.3,7.6,227.3
2023-12-01,PROD0022,198,STORE0004,7,399.2,0.1,2794.3
2024-01-01,PROD0010,8,STORE0005,8,113.61,45.05,863.83
2024-02-01,PROD0028,290,STORE0005,7,81.72,36.38,535.66
2024-03-01,PROD0013,224,STORE0010,2,372.16,41.54,702.78
2024-04-01,PROD0023,149,STORE0002,8,380.7,2.44,3043.16
2024-05-01,PROD0037,105,STORE0006,1,436.33,12.41,423.92
2024-06-01,PROD0048,100,STORE0009,2,110.88,20.8,200.96
2024-07-01,PROD0026,9,STORE0007,9,310.07,6.1,2784.53
2024-08-01,PROD0036,281,STORE0008,1,163.14,48.03,115.11
2024-09-01,PROD0009,96,STORE0002,7,125.73,16.0,864.11
2024-10-01,PROD0003,158,STORE0004,3,43.12,35.56,93.8
2024-11-01,PROD0047,142,STORE0009,4,68.18,12.55,260.17
2024-12-01,PROD0017,98,STORE0007,1,497.13,8.53,488.6
2023-01-01,PROD0007,207,STORE0004,3,100.07,2.64,297.57
2023-02-01,PROD0045,67,STORE0008,5,157.14,23.12,762.58
2023-03-01,PROD0038,56,STORE0009,6,316.13,15.68,1881.1
2023-04-01,PROD0020,234,STORE0003,3,337.76,28.49,984.79
2023-05-01,PROD0047,275,STORE0009,2,257.34,16.6,498.08
2023-06-01,PROD0042,242,STORE0006,6,396.69,43.3,2336.84
2023-07-01,PROD0022,156,STORE0005,5,316.19,42.8,1538.15
2023-08-01,PROD0014,38,STORE0008,1,405.0,40.35,364.65
2023-09-01,PROD0030,266,STORE0005,3,389.64,49.2,1119.72
2023-10-01,PROD0010,133,STORE0008,8,176.23,24.76,1385.08
2023-11-01,PROD0014,128,STORE0002,5,87.01,12.96,422.09
2023-12-01,PROD0012,61,STORE0004,1,334.45,47.23,287.22
2024-01-01,PROD0012,82,STORE0006,4,61.36,26.56,218.88
2024-02-01,PROD0010,204,STORE0009,8,374.34,26.98,2967.74
2024-03-01,PROD0010,287,STORE0004,3,232.88,9.25,689.39
2024-04-01,PROD0041,233,STORE0007,4,430.32,49.33,1671.95
2024-05-01,PROD0003,288,STORE0004,5,311.6,47.07,1510.93
2024-06-01,PROD0032,122,STORE0008,5,461.62,12.48,2295.62
2024-07-01,PROD0011,288,STORE0010,5,85.75,47.86,380.89
2024-08-01,PROD0021,197,STORE0005,5,364.55,11.64,1811.11
2024-09-01,PROD0004,267,STORE0008,9,102.25,14.3,905.95
2024-10-01,PROD0045,67,STORE0005,8,307.7,25.83,2435.77
2024-11-01,PROD0004,134,STORE0003,4,376.63,18.97,1487.55
2024-12-01,PROD0010,158,STORE0006,2,301.82,40.19,563.45
2023-01-01,PROD0009,102,STORE0005,3,377.75,20.95,1112.3
2023-02-01,PROD0007,214,STORE0007,4,264.08,46.81,1009.51
2023-03-01,PROD0028,202,STORE0005,3,234.99,40.6,664.37
2023-04-01,PROD0029,111,STORE0001,8,120.51,8.84,955.24
2023-05-01,PROD0001,78,STORE0007,1,312.81,14.32,298.49
2023-06-01,PROD0044,245,STORE0008,2,403.21,46.68,759.74
2023-07-01,PROD0047,245,STORE0005,2,33.25,27.45,39.05
2023-08-01,PROD0031,90,STORE0002,2,103.26,15.82,190.7
2023-09-01,PROD0042,97,STORE0009,4,262.38,26.22,1023.3
2023-10-01,PROD0047,195,STORE0010,7,174.3,13.96,1206.14
2023-11-01,PROD0001,69,STORE0009,9,174.77,23.91,1549.02
2023-12-01,PROD0017,256,STORE0010,8,298.13,23.71,2361.33
2024-01-01,PROD0050,29,STORE0010,4,26.16,16.92,87.72
2024-02-01,PROD0020,270,STORE0007,3,489.95,22.14,1447.71
2024-03-01,PROD0030,123,STORE0008,2,253.68,46.24,461.12
2024-04-01,PROD0009,261,STORE0009,8,437.59,25.04,3475.68
2024-05-01,PROD0014,108,STORE0005,7,403.27,45.25,2777.64
2024-06-01,PROD0011,109,STORE0005,2,164.22,19.56,308.88
2024-07-01,PROD0012,77,STORE0007,3,388.83,20.35,1146.14
2024-08-01,PROD0030,58,STORE0008,6,89.05,12.71,521.59
2024-09-01,PROD0028,8,STORE0003,5,96.17,8.22,472.63
2024-10-01,PROD0025,29,STORE0004,5,33.94,13.71,155.99
2024-11-01,PROD0013,52,STORE0009,4,28.93,36.12,79.6
2024-12-01,PROD0007,165,STORE0007,8,270.56,37.0,2127.48
2023-01-01,PROD0021,38,STORE0003,6,108.67,32.47,619.55
2023-02-01,PROD0033,23,STORE0005,4,357.59,18.91,1411.45
2023-03-01,PROD0036,292,STORE0003,5,165.6,7.15,820.85
2023-04-01,PROD0027,172,STORE0009,2,379.76,21.85,737.67
2023-05-01,PROD0009,146,STORE0004,3,38.95,14.71,102.14
2023-06-01,PROD0008,208,STORE0010,4,273.66,47.13,1047.51
2023-07-01,PROD0018,7,STORE0004,7,202.75,36.24,1383.01
